,customer_id,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,owns_car,name,age,age_range
268,269,M,55,Nurse Practicioner,Property,Mass Customer,Yes,Zacherie Grindley,67,"(61.6, 68.7]"
269,270,F,38,Budget/Accounting Analyst III,others,Mass Customer,Yes,Auberta Roundtree,51,"(47.4, 54.5]"
270,271,F,51,Financial Advisor,Financial Services,Mass Customer,No,Doll Burtwell,30,"(26.1, 33.2]"
271,272,F,22,Product Engineer,Retail,Mass Customer,Yes,Arlie Crean,34,"(33.2, 40.3]"
272,273,M,54,Computer Systems Analyst IV,others,Mass Customer,No,Nevile Abraham,58,"(54.5, 61.6]"
273,274,F,66,Social Worker,Health,Mass Customer,Yes,Tessi Hesse,45,"(40.3, 47.4]"
275,276,F,47,others,Financial Services,Mass Customer,No,Goldi Dwine,31,"(26.1, 33.2]"
276,277,F,69,VP Product Management,others,High Net Worth,No,Jehanna Alvarado,65,"(61.6, 68.7]"
277,278,M,22,Executive Secretary,others,Affluent Customer,Yes,Sydney Georger,24,"(18.929, 26.1]"
278,279,F,0,Web Designer I,Manufacturing,Mass Customer,No,Tamera Hinckes,40,"(33.2, 40.3]"
279,280,M,15,Geologist I,others,Affluent Customer,Yes,Welch MacAllaster,26,"(18.929, 26.1]"
280,281,F,51,Cost Accountant,Financial Services,High Net Worth,Yes,Jeanette Sizzey,49,"(47.4, 54.5]"
281,282,M,82,VP Quality Control,Argiculture,High Net Worth,Yes,Lauren Curcher,32,"(26.1, 33.2]"
282,283,F,34,Assistant Manager,Retail,Mass Customer,No,Sari Noye,30,"(26.1, 33.2]"
283,284,M,38,Financial Analyst,Financial Services,High Net Worth,Yes,Seth Moorman,35,"(33.2, 40.3]"
284,285,F,3,Community Outreach Specialist,Manufacturing,Mass Customer,No,Julee Janovsky,44,"(40.3, 47.4]"
285,286,M,99,Accounting Assistant II,Manufacturing,Affluent Customer,Yes,Kiley Canaan,32,"(26.1, 33.2]"
286,287,F,41,Nuclear Power Engineer,Manufacturing,Affluent Customer,No,Hannie Wodham,36,"(33.2, 40.3]"
287,288,M,71,others,Manufacturing,High Net Worth,No,Ebenezer Seedman,36,"(33.2, 40.3]"
288,289,F,43,Clinical Specialist,Health,High Net Worth,No,Modestia Lithgow,51,"(47.4, 54.5]"
290,291,F,63,Assistant Media Planner,Entertainment,Mass Customer,No,Aime Burston,50,"(47.4, 54.5]"
291,292,F,42,VP Product Management,others,Affluent Customer,Yes,Gelya Gerant,60,"(54.5, 61.6]"
292,293,M,80,Administrative Assistant III,Manufacturing,Mass Customer,Yes,Virgilio Willcocks,32,"(26.1, 33.2]"
293,294,M,39,Recruiting Manager,others,High Net Worth,No,Magnum Slowan,62,"(61.6, 68.7]"
294,295,F,64,Database Administrator II,others,Mass Customer,Yes,Lena Chape,57,"(54.5, 61.6]"
295,296,M,34,others,Health,High Net Worth,Yes,Marshal Rathbone,49,"(47.4, 54.5]"
296,297,F,33,Electrical Engineer,Manufacturing,High Net Worth,No,Cecile MacLise,62,"(61.6, 68.7]"
297,298,M,69,Engineer I,Manufacturing,High Net Worth,No,Maurise Lenglet,65,"(61.6, 68.7]"
298,299,F,80,Budget/Accounting Analyst I,Financial Services,Mass Customer,Yes,Corabelle Hartnell,65,"(61.6, 68.7]"
299,300,M,88,Clinical Specialist,Health,Mass Customer,No,Malachi Hadcroft,65,"(61.6, 68.7]"
300,301,F,54,Developer IV,Manufacturing,High Net Worth,No,Hildy Bilbrook,41,"(40.3, 47.4]"
301,302,F,32,others,Health,Mass Customer,No,Laurice Colgrave,44,"(40.3, 47.4]"
302,303,F,59,Assistant Professor,Argiculture,Mass Customer,Yes,Shane Smetoun,47,"(40.3, 47.4]"
303,304,M,36,VP Marketing,Manufacturing,Mass Customer,Yes,Paddy Mumbray,52,"(47.4, 54.5]"
304,305,F,1,Financial Analyst,Financial Services,Mass Customer,No,Cris Chellam,47,"(40.3, 47.4]"
305,306,M,19,Registered Nurse,Health,High Net Worth,No,Ruy Adanet,48,"(47.4, 54.5]"
306,307,M,55,Clinical Specialist,Health,Affluent Customer,Yes,Ruben Handlin,37,"(33.2, 40.3]"
307,308,M,2,Database Administrator I,IT,High Net Worth,No,Iver Dobsons,38,"(33.2, 40.3]"
308,309,F,53,Clinical Specialist,Health,Mass Customer,Yes,Maurizia Ligerton,47,"(40.3, 47.4]"
309,310,F,0,Account Coordinator,Financial Services,Mass Customer,Yes,Myranda Clowser,36,"(33.2, 40.3]"
310,311,F,86,Internal Auditor,Health,High Net Worth,No,Jaimie Halms,64,"(61.6, 68.7]"
311,312,M,44,Desktop Support Technician,Financial Services,Affluent Customer,Yes,Garek Prattin,63,"(61.6, 68.7]"
312,313,M,70,Operator,Manufacturing,Mass Customer,Yes,Theo McKune,34,"(33.2, 40.3]"
313,314,F,27,Marketing Assistant,Retail,High Net Worth,Yes,Catie Advani,59,"(54.5, 61.6]"
314,315,F,67,Chief Design Engineer,Manufacturing,Affluent Customer,No,Lisa Odlin,63,"(61.6, 68.7]"
315,316,F,72,Environmental Specialist,Manufacturing,Mass Customer,Yes,Genni Larway,45,"(40.3, 47.4]"
316,317,F,26,Automation Specialist II,Entertainment,Mass Customer,Yes,Elicia Dahler,47,"(40.3, 47.4]"
317,318,F,21,Programmer III,Retail,Affluent Customer,Yes,Libbie Castelin,52,"(47.4, 54.5]"
318,319,F,32,others,Retail,Mass Customer,Yes,Madelle Matteris,50,"(47.4, 54.5]"
319,320,M,19,Registered Nurse,Health,Mass Customer,No,Aldous Cubin,24,"(18.929, 26.1]"
320,321,F,58,Marketing Manager,others,Mass Customer,No,Christean Finnes,48,"(47.4, 54.5]"
321,322,F,19,Research Associate,Financial Services,Mass Customer,Yes,De Denington,44,"(40.3, 47.4]"
322,323,F,54,Senior Developer,Health,Mass Customer,Yes,Celka Goodrich,48,"(47.4, 54.5]"
323,324,M,97,Computer Systems Analyst I,IT,Mass Customer,Yes,Franz Lyptrit,35,"(33.2, 40.3]"
324,325,F,98,Computer Systems Analyst I,Financial Services,Affluent Customer,Yes,Anthia Ghilardini,50,"(47.4, 54.5]"
325,326,F,74,Help Desk Operator,Financial Services,Mass Customer,No,Guenna Spensly,41,"(40.3, 47.4]"
326,327,F,10,Design Engineer,Health,Mass Customer,No,Cris Richfield,53,"(47.4, 54.5]"
327,328,F,87,Senior Developer,Manufacturing,Mass Customer,No,Bernice Kings,30,"(26.1, 33.2]"
328,329,M,25,Account Representative IV,Entertainment,High Net Worth,Yes,Garvy Berthel,37,"(33.2, 40.3]"
329,330,M,78,Recruiting Manager,Manufacturing,High Net Worth,Yes,Port Pancost,62,"(61.6, 68.7]"
330,331,M,87,Desktop Support Technician,Health,Mass Customer,Yes,Ford Groucock,23,"(18.929, 26.1]"
331,332,F,23,Registered Nurse,Health,High Net Worth,No,Liza Trouel,43,"(40.3, 47.4]"
332,333,F,25,Sales Associate,Financial Services,Affluent Customer,Yes,Debbi Doohey,56,"(54.5, 61.6]"
333,334,F,71,Financial Advisor,Financial Services,Affluent Customer,Yes,Fredi Iannuzzelli,22,"(18.929, 26.1]"
334,335,F,20,Senior Editor,others,Affluent Customer,No,Debee Martynov,38,"(33.2, 40.3]"
335,336,F,91,others,Manufacturing,High Net Worth,No,Georgiana Wallington,41,"(40.3, 47.4]"
336,337,F,67,Statistician IV,Argiculture,High Net Worth,Yes,Shaylah Urquhart,42,"(40.3, 47.4]"
337,338,F,33,others,Health,Mass Customer,No,Hilliary Littrell,63,"(61.6, 68.7]"
338,339,F,56,Human Resources Manager,Health,Mass Customer,No,Nanny Casero,41,"(40.3, 47.4]"
339,340,M,39,others,Argiculture,Mass Customer,Yes,Joshuah Purvey,48,"(47.4, 54.5]"
340,341,M,10,GIS Technical Architect,Financial Services,Mass Customer,No,Jeremiah Wasling,45,"(40.3, 47.4]"
341,342,M,40,Programmer IV,Health,High Net Worth,No,Winslow Hammant,34,"(33.2, 40.3]"
342,343,F,76,Recruiter,Property,Affluent Customer,No,Nicole Johananoff,64,"(61.6, 68.7]"
343,344,F,91,others,others,High Net Worth,Yes,Carlene Eyckelbeck,48,"(47.4, 54.5]"
344,345,F,74,Senior Sales Associate,Health,High Net Worth,Yes,Tish Oleksiak,32,"(26.1, 33.2]"
345,346,M,68,Financial Analyst,Financial Services,Mass Customer,No,Timmie Eisikowitz,40,"(33.2, 40.3]"
346,347,M,50,Marketing Manager,Financial Services,Mass Customer,No,Berkly Grishinov,56,"(54.5, 61.6]"
347,348,M,20,Assistant Professor,Retail,Mass Customer,Yes,Gan Devoy,41,"(40.3, 47.4]"
348,349,F,35,Computer Systems Analyst IV,Manufacturing,High Net Worth,No,Vinnie Usherwood,40,"(33.2, 40.3]"
349,350,F,47,Clinical Specialist,Health,Mass Customer,Yes,Carmela Jesper,44,"(40.3, 47.4]"
350,351,M,69,Pharmacist,Health,Mass Customer,Yes,Dev Hafner,22,"(18.929, 26.1]"
351,352,M,12,Sales Representative,Retail,Mass Customer,No,Orrin Finding,42,"(40.3, 47.4]"
352,353,F,9,Information Systems Manager,others,Mass Customer,No,Antonia Cardis,41,"(40.3, 47.4]"
353,354,F,87,Legal Assistant,Property,Mass Customer,No,Mavra Donavan,41,"(40.3, 47.4]"
354,355,F,97,Database Administrator II,Retail,Mass Customer,Yes,Stacy Gullane,42,"(40.3, 47.4]"
356,357,F,21,Director of Sales,others,Affluent Customer,No,Betta Shrimpton,52,"(47.4, 54.5]"
357,358,F,54,Accounting Assistant IV,others,Mass Customer,No,Kippie Crimpe,36,"(33.2, 40.3]"
358,359,F,2,Legal Assistant,Manufacturing,Affluent Customer,Yes,Dulcine Gauson,63,"(61.6, 68.7]"
359,360,F,64,Staff Scientist,Property,Mass Customer,Yes,Atalanta Starbucke,65,"(61.6, 68.7]"
360,361,F,59,Software Engineer IV,Health,Mass Customer,Yes,Stephana Minero,22,"(18.929, 26.1]"
361,362,F,47,Software Engineer IV,Financial Services,High Net Worth,Yes,Jamima Pirolini,47,"(40.3, 47.4]"
362,363,F,82,Project Manager,Retail,Mass Customer,Yes,Sabrina Caddy,33,"(26.1, 33.2]"
363,364,F,96,Database Administrator III,Financial Services,Affluent Customer,No,Leontyne Simpkiss,45,"(40.3, 47.4]"
364,365,F,98,VP Quality Control,Property,High Net Worth,No,Romona Capitano,45,"(40.3, 47.4]"
365,366,F,7,Librarian,Entertainment,High Net Worth,No,Constance Ucchino,67,"(61.6, 68.7]"
366,367,F,93,Programmer II,Manufacturing,Mass Customer,Yes,Katrinka Sturrock,36,"(33.2, 40.3]"
367,368,F,32,others,Financial Services,High Net Worth,No,Lacee Roan,35,"(33.2, 40.3]"
368,369,M,19,Actuary,Financial Services,Mass Customer,Yes,Alic Trenear,30,"(26.1, 33.2]"
369,370,M,91,others,Telecommunications,Affluent Customer,Yes,Trstram Bondesen,23,"(18.929, 26.1]"
370,371,M,7,Systems Administrator III,Financial Services,Mass Customer,No,Pernell Favelle,67,"(61.6, 68.7]"
371,372,F,19,Graphic Designer,Property,Affluent Customer,Yes,Moina Thumim,34,"(33.2, 40.3]"
372,373,F,95,Structural Analysis Engineer,Health,High Net Worth,Yes,Eva Colenutt,21,"(18.929, 26.1]"
373,374,M,81,Senior Financial Analyst,Financial Services,Mass Customer,Yes,Valdemar MacCoughen,29,"(26.1, 33.2]"
374,375,M,13,Automation Specialist II,Manufacturing,Mass Customer,Yes,Salvidor Renzo,45,"(40.3, 47.4]"
375,376,F,60,Financial Advisor,Financial Services,Mass Customer,Yes,Marena Brunotti,55,"(54.5, 61.6]"
376,377,M,65,Staff Scientist,Argiculture,Mass Customer,No,Levy Bonavia,22,"(18.929, 26.1]"
377,378,F,98,Senior Developer,Retail,Mass Customer,No,Raquela Yuille,47,"(40.3, 47.4]"
378,379,M,2,others,Manufacturing,High Net Worth,Yes,Bert Ainslie,41,"(40.3, 47.4]"
379,380,F,66,Structural Engineer,Property,Mass Customer,No,Teriann Birdsey,65,"(61.6, 68.7]"
380,381,F,99,Sales Associate,others,Affluent Customer,No,Leesa Castleman,25,"(18.929, 26.1]"
381,382,M,68,Research Nurse,Health,Mass Customer,Yes,Issiah Fardell,36,"(33.2, 40.3]"
382,383,M,37,Nurse Practicioner,others,Affluent Customer,No,Barclay Shalders,43,"(40.3, 47.4]"
383,384,F,70,others,Financial Services,Affluent Customer,No,Friederike Bestar,45,"(40.3, 47.4]"
384,385,M,69,Project Manager,Health,High Net Worth,No,Kendall Humes,55,"(54.5, 61.6]"
385,386,F,63,Senior Quality Engineer,Argiculture,Mass Customer,No,Ethelyn Pincott,31,"(26.1, 33.2]"
386,387,M,34,Administrative Officer,Financial Services,Mass Customer,No,Spike Thieme,44,"(40.3, 47.4]"
387,388,F,53,others,Financial Services,Mass Customer,Yes,Carlye Bartle,55,"(54.5, 61.6]"
388,389,F,97,Help Desk Operator,Entertainment,Affluent Customer,Yes,Dorene Scrivner,46,"(40.3, 47.4]"
389,390,M,83,Programmer Analyst II,Health,Affluent Customer,No,Royall Slimings,24,"(18.929, 26.1]"
390,391,M,80,others,Argiculture,Mass Customer,No,Duffie Woodier,51,"(47.4, 54.5]"
391,392,M,38,Safety Technician I,Property,Mass Customer,No,Brandyn Morrid,43,"(40.3, 47.4]"
392,393,M,35,Associate Professor,Manufacturing,Mass Customer,Yes,Cesaro Isbell,66,"(61.6, 68.7]"
393,394,F,70,Legal Assistant,Health,High Net Worth,Yes,Roanne Cowthard,44,"(40.3, 47.4]"
394,395,M,28,Data Coordiator,Retail,High Net Worth,Yes,Penn Burkinshaw,45,"(40.3, 47.4]"
395,396,F,98,Systems Administrator III,Telecommunications,High Net Worth,Yes,Peria Iscowitz,54,"(47.4, 54.5]"
396,397,F,86,Paralegal,Financial Services,Affluent Customer,Yes,Nerissa Foote,40,"(33.2, 40.3]"
397,398,F,20,others,Retail,Affluent Customer,No,Randee Douberday,52,"(47.4, 54.5]"
398,399,M,26,Engineer III,Manufacturing,Affluent Customer,Yes,Nickie Neissen,45,"(40.3, 47.4]"
399,400,F,86,Financial Analyst,Financial Services,Mass Customer,No,Sibeal Fellow,59,"(54.5, 61.6]"
400,401,F,56,Assistant Professor,Retail,Mass Customer,No,Halette Helling,35,"(33.2, 40.3]"
401,402,M,9,Desktop Support Technician,Retail,Affluent Customer,No,Berne Donegan,44,"(40.3, 47.4]"
402,403,F,40,Graphic Designer,others,Mass Customer,Yes,Easter Laffoley-Lane,46,"(40.3, 47.4]"
403,404,M,92,Geologist I,Financial Services,Affluent Customer,Yes,Sinclair Sustins,26,"(18.929, 26.1]"
404,405,F,19,others,Manufacturing,High Net Worth,Yes,Vivien Urion,50,"(47.4, 54.5]"
405,406,F,58,Financial Analyst,Financial Services,High Net Worth,No,Rhona Spilsburie,34,"(33.2, 40.3]"
406,407,F,82,Structural Analysis Engineer,others,High Net Worth,Yes,Chryste Acum,42,"(40.3, 47.4]"
407,408,M,79,Senior Financial Analyst,Financial Services,Affluent Customer,No,Kurtis Baistow,30,"(26.1, 33.2]"
408,409,F,84,Executive Secretary,Health,Mass Customer,Yes,Tatiania O'Kane,43,"(40.3, 47.4]"
409,410,F,14,Structural Engineer,others,Mass Customer,Yes,Alicia Townend,31,"(26.1, 33.2]"
410,411,F,84,Director of Sales,Financial Services,High Net Worth,No,Cathyleen Bern,44,"(40.3, 47.4]"
411,412,F,65,others,IT,High Net Worth,No,Evanne Feechum,61,"(54.5, 61.6]"
412,413,M,79,VP Quality Control,others,High Net Worth,Yes,Simone Denys,64,"(61.6, 68.7]"
413,414,M,12,Social Worker,Health,High Net Worth,No,Thorin Grimoldby,45,"(40.3, 47.4]"
414,415,F,20,Senior Financial Analyst,Financial Services,Affluent Customer,Yes,Conchita Jeans,66,"(61.6, 68.7]"
415,416,F,14,Software Consultant,others,Mass Customer,Yes,Dory Barnsdall,24,"(18.929, 26.1]"
416,417,F,37,Biostatistician IV,Argiculture,Mass Customer,No,Fernandina Brambley,50,"(47.4, 54.5]"
417,418,F,56,others,others,Mass Customer,No,Jere Ding,63,"(61.6, 68.7]"
418,419,F,34,VP Marketing,Manufacturing,Affluent Customer,No,Chrissie Bernardini,40,"(33.2, 40.3]"
419,420,M,93,Help Desk Operator,Entertainment,High Net Worth,No,Clem Leek,63,"(61.6, 68.7]"
420,421,F,26,Sales Representative,Retail,Mass Customer,Yes,Tish Netti,22,"(18.929, 26.1]"
421,422,M,78,others,Manufacturing,Affluent Customer,No,Vito Norker,19,"(18.929, 26.1]"
422,423,M,43,Senior Quality Engineer,others,Mass Customer,No,Orville Akerman,65,"(61.6, 68.7]"
423,424,M,77,Research Nurse,Health,High Net Worth,No,Dennie Eunson,43,"(40.3, 47.4]"
424,425,F,60,Sales Representative,Retail,Mass Customer,Yes,Michaeline Bordman,68,"(61.6, 68.7]"
425,426,F,10,Nuclear Power Engineer,Manufacturing,Affluent Customer,No,Emlyn Anstice,49,"(47.4, 54.5]"
426,427,M,77,Assistant Media Planner,Entertainment,Mass Customer,Yes,Giusto Torbett,25,"(18.929, 26.1]"
427,428,F,0,Structural Engineer,Health,High Net Worth,Yes,Freida Everil,44,"(40.3, 47.4]"
428,429,F,7,Community Outreach Specialist,IT,High Net Worth,Yes,Berny Bold,43,"(40.3, 47.4]"
429,430,F,46,Paralegal,Financial Services,High Net Worth,Yes,Janice Himsworth,48,"(47.4, 54.5]"
430,431,M,8,Research Nurse,Health,Affluent Customer,Yes,Gale Done,65,"(61.6, 68.7]"
431,432,M,83,Nuclear Power Engineer,Manufacturing,Affluent Customer,Yes,Amby Pentin,31,"(26.1, 33.2]"
432,433,M,94,Statistician II,Property,Affluent Customer,No,Reinhard Jubert,57,"(54.5, 61.6]"
433,434,M,93,others,Financial Services,Mass Customer,Yes,Raff Waadenburg,26,"(18.929, 26.1]"
434,435,M,5,GIS Technical Architect,Telecommunications,Mass Customer,No,Jerome Muggeridge,22,"(18.929, 26.1]"
435,436,M,75,Internal Auditor,IT,Mass Customer,No,Erwin Pendre,64,"(61.6, 68.7]"
436,437,M,24,Systems Administrator III,Manufacturing,Affluent Customer,Yes,Sayres Duthie,45,"(40.3, 47.4]"
437,438,M,25,Internal Auditor,Property,High Net Worth,Yes,Ebenezer Bottelstone,32,"(26.1, 33.2]"
438,439,F,26,GIS Technical Architect,others,Affluent Customer,No,Lida Wych,47,"(40.3, 47.4]"
439,440,F,46,Business Systems Development Analyst,Telecommunications,Mass Customer,No,Sheena O'Duggan,44,"(40.3, 47.4]"
440,441,F,74,Analyst Programmer,IT,Mass Customer,No,Felicle Beneze,47,"(40.3, 47.4]"
441,442,M,2,others,Financial Services,Mass Customer,No,Linc Vedyasov,20,"(18.929, 26.1]"
442,443,F,21,others,Argiculture,High Net Worth,Yes,Lauree Leason,49,"(47.4, 54.5]"
443,444,F,32,Staff Scientist,Manufacturing,Mass Customer,Yes,Britteny Falconer-Taylor,54,"(47.4, 54.5]"
444,445,M,91,Executive Secretary,Financial Services,Mass Customer,No,Timothy Wenham,37,"(33.2, 40.3]"
445,446,F,73,Tax Accountant,IT,Affluent Customer,Yes,Marilee Oosthout de Vree,43,"(40.3, 47.4]"
446,447,F,98,Help Desk Technician,Argiculture,Mass Customer,Yes,Brittany Peasey,20,"(18.929, 26.1]"
447,448,F,34,Software Engineer III,IT,High Net Worth,No,Robin Crack,26,"(18.929, 26.1]"
448,449,F,74,VP Product Management,Manufacturing,High Net Worth,Yes,Shana Fortesquieu,47,"(40.3, 47.4]"
449,450,F,5,Structural Analysis Engineer,Entertainment,Mass Customer,Yes,Myrlene Rothwell,46,"(40.3, 47.4]"
451,452,F,22,Account Coordinator,Property,Mass Customer,Yes,Natalee Bamford,62,"(61.6, 68.7]"
454,455,M,97,Civil Engineer,Manufacturing,Mass Customer,Yes,Mile Dionisii,30,"(26.1, 33.2]"
455,456,M,47,Automation Specialist I,Manufacturing,Affluent Customer,Yes,Randolph Redihalgh,46,"(40.3, 47.4]"
456,457,F,70,Recruiting Manager,Financial Services,High Net Worth,Yes,Querida Danilchev,41,"(40.3, 47.4]"
457,458,M,57,Account Representative IV,Manufacturing,Affluent Customer,Yes,Osborn Pentony,52,"(47.4, 54.5]"
458,459,F,88,Civil Engineer,Manufacturing,Mass Customer,Yes,Bel Cheeke,35,"(33.2, 40.3]"
460,461,F,19,Social Worker,Health,Mass Customer,Yes,Jsandye Melendez,42,"(40.3, 47.4]"
461,462,F,32,others,Manufacturing,Affluent Customer,Yes,Melany Thorrington,61,"(54.5, 61.6]"
462,463,F,9,Senior Cost Accountant,Financial Services,Mass Customer,Yes,Allis Blanche,59,"(54.5, 61.6]"
463,464,F,32,others,others,Mass Customer,Yes,Karel Dimelow,63,"(61.6, 68.7]"
464,465,F,54,Developer III,Financial Services,Affluent Customer,Yes,Alina Wilsey,45,"(40.3, 47.4]"
465,466,M,84,others,Manufacturing,Affluent Customer,Yes,Jarad Bauser,30,"(26.1, 33.2]"
466,467,M,51,Human Resources Assistant I,Property,Affluent Customer,No,Welbie Rockliffe,67,"(61.6, 68.7]"
467,468,F,11,Software Test Engineer I,Property,High Net Worth,Yes,Valeria Ladyman,47,"(40.3, 47.4]"
468,469,M,91,Actuary,Financial Services,High Net Worth,Yes,Levi Cartmell,25,"(18.929, 26.1]"
469,470,M,22,Internal Auditor,Retail,Mass Customer,No,Darbee Klimowicz,20,"(18.929, 26.1]"
470,471,F,82,GIS Technical Architect,Financial Services,Affluent Customer,No,Libby Wardesworth,65,"(61.6, 68.7]"
471,472,F,38,Internal Auditor,Financial Services,Mass Customer,Yes,Kippy Jessel,31,"(26.1, 33.2]"
472,473,M,2,Junior Executive,Health,Mass Customer,Yes,Benji O'Shirine,44,"(40.3, 47.4]"
473,474,F,86,Geologist IV,Entertainment,Affluent Customer,No,Consolata Clacson,38,"(33.2, 40.3]"
475,476,M,65,Computer Systems Analyst IV,others,Mass Customer,No,Kane Jahnel,32,"(26.1, 33.2]"
476,477,F,32,Media Manager II,Financial Services,High Net Worth,Yes,Cheri Hazeman,61,"(54.5, 61.6]"
477,478,F,65,Chief Design Engineer,others,Affluent Customer,Yes,Darcey Harberer,60,"(54.5, 61.6]"
478,479,F,11,others,IT,Mass Customer,Yes,Blythe Keighley,27,"(26.1, 33.2]"
480,481,F,68,Programmer IV,Argiculture,Mass Customer,No,Marcella Manzell,31,"(26.1, 33.2]"
481,482,M,33,others,Health,Mass Customer,No,Gar Wallis,59,"(54.5, 61.6]"
482,483,M,35,Sales Representative,Retail,Affluent Customer,No,Bertrand Penkethman,48,"(47.4, 54.5]"
483,484,M,64,Programmer IV,Manufacturing,Mass Customer,No,Mason Kohrsen,47,"(40.3, 47.4]"
484,485,F,23,Statistician III,Manufacturing,High Net Worth,No,Ulrika Steagall,47,"(40.3, 47.4]"
485,486,F,0,Technical Writer,Manufacturing,Affluent Customer,Yes,Prudi Edon,66,"(61.6, 68.7]"
486,487,F,70,Food Chemist,Health,Mass Customer,No,Elayne Braiden,42,"(40.3, 47.4]"
487,488,F,24,Help Desk Operator,Property,Mass Customer,Yes,Domini Ghelerdini,41,"(40.3, 47.4]"
488,489,F,18,Senior Editor,Retail,Mass Customer,Yes,Tresa Reeks,50,"(47.4, 54.5]"
489,490,F,44,Environmental Tech,Argiculture,Mass Customer,No,Lida Boynton,29,"(26.1, 33.2]"
490,491,M,45,Speech Pathologist,Property,Affluent Customer,Yes,Andrea Funcheon,45,"(40.3, 47.4]"
491,492,M,54,Environmental Tech,Financial Services,Mass Customer,No,Pail Ashplant,45,"(40.3, 47.4]"
492,493,F,83,Electrical Engineer,Manufacturing,Mass Customer,Yes,Tommie Banbridge,61,"(54.5, 61.6]"
494,495,M,91,VP Accounting,Financial Services,Mass Customer,Yes,Lucius Prescott,62,"(61.6, 68.7]"
495,496,F,25,Engineer II,Financial Services,Affluent Customer,Yes,Korry Cosgrove,45,"(40.3, 47.4]"
496,497,F,96,others,Property,Mass Customer,Yes,Allissa Brinklow,47,"(40.3, 47.4]"
497,498,F,58,VP Sales,Manufacturing,High Net Worth,Yes,Emmalee Sketcher,43,"(40.3, 47.4]"
